I0624 20:37:35.970782 16949 fragment_loader.cc:23] [worker1]: Begin loading rfile...
I0624 20:37:36.028973 16596 fragment_loader.cc:23] [worker2]: Begin loading rfile...
I0624 20:37:36.077271  7065 fragment_loader.cc:23] [worker3]: Begin loading rfile...
I0624 20:37:36.084792 25120 fragment_loader.cc:23] [worker8]: Begin loading rfile...
I0624 20:37:36.134640 17934 fragment_loader.cc:23] [worker7]: Begin loading rfile...
I0624 20:37:36.095073 17645 fragment_loader.cc:23] [worker6]: Begin loading rfile...
I0624 20:37:35.724373 30372 fragment_loader.cc:23] [worker5]: Begin loading rfile...
I0624 20:37:36.067687 23633 fragment_loader.cc:23] [worker4]: Begin loading rfile...
I0624 20:37:37.258740 30372 fragment_loader.cc:51] [worker5]: Finished loading rfile...
I0624 20:38:17.911165 17951 pagerankX.cc:154] TrainLog: fid-94;0.003529;25657;43013;68670;308732;36965;
I0624 20:38:17.911267 17944 pagerankX.cc:154] TrainLog: fid-38;0.006464;28075;68470;96545;725007;87132;
I0624 20:38:17.911571 17956 pagerankX.cc:154] TrainLog: fid-134;0.004251;28066;46769;74835;360219;60792;
I0624 20:38:17.913194 17959 pagerankX.cc:154] TrainLog: fid-158;0.005527;28063;84742;112805;608259;119439;
I0624 20:38:17.914487 17960 pagerankX.cc:154] TrainLog: fid-166;0.006565;28074;97926;126000;669708;95860;
I0624 20:38:17.811223 16616 pagerankX.cc:154] TrainLog: fid-121;0.000326;7561;4035;11596;17144;3855;
I0624 20:38:17.876952 17655 pagerankX.cc:154] TrainLog: fid-29;0.000639;8868;9307;18175;28860;7291;
I0624 20:38:17.867039 25138 pagerankX.cc:154] TrainLog: fid-103;0.000715;12953;6185;19138;80562;3469;
I0624 20:38:17.859638  7737 pagerankX.cc:154] TrainLog: fid-146;0.00081;27677;5233;32910;114785;3111;
I0624 20:38:17.849522 23647 pagerankX.cc:154] TrainLog: fid-75;0.00083;14856;8764;23620;32646;7911;
I0624 20:38:17.877267 17652 pagerankX.cc:154] TrainLog: fid-5;0.000955;28016;9529;37545;76192;17076;
I0624 20:38:17.811987 16620 pagerankX.cc:154] TrainLog: fid-153;0.001034;7179;17404;24583;53203;10089;
I0624 20:38:17.812024 16606 pagerankX.cc:154] TrainLog: fid-41;0.001141;22848;9647;32495;106968;7226;
I0624 20:38:17.812178 16622 pagerankX.cc:154] TrainLog: fid-169;0.001277;28076;13738;41814;119640;17625;
I0624 20:38:17.877676 17664 pagerankX.cc:154] TrainLog: fid-93;0.001328;28063;14593;42656;119536;10687;
I0624 20:38:17.877693 17665 pagerankX.cc:154] TrainLog: fid-101;0.001387;28074;10985;39059;128875;10926;
I0624 20:38:17.754200 16966 pagerankX.cc:154] TrainLog: fid-88;0.001523;28060;19652;47712;156910;13164;
I0624 20:38:17.754249 16959 pagerankX.cc:154] TrainLog: fid-32;0.001583;9148;22659;31807;65556;11514;
I0624 20:38:17.850162 23649 pagerankX.cc:154] TrainLog: fid-91;0.001417;28077;12201;40278;117324;13459;
I0624 20:38:17.877827 17653 pagerankX.cc:154] TrainLog: fid-13;0.001514;23103;13720;36823;109550;10452;
I0624 20:38:17.867729 25131 pagerankX.cc:154] TrainLog: fid-47;0.001386;18832;10368;29200;142081;8977;
I0624 20:38:17.867774 25140 pagerankX.cc:154] TrainLog: fid-119;0.00145;27776;15217;42993;84009;18436;
I0624 20:38:17.867743 25126 pagerankX.cc:154] TrainLog: fid-7;0.001419;25632;9132;34764;122590;6385;
I0624 20:38:17.754323 16957 pagerankX.cc:154] TrainLog: fid-16;0.001668;28064;13168;41232;130536;11382;
I0624 20:38:17.812674 16609 pagerankX.cc:154] TrainLog: fid-65;0.001795;27985;20022;48007;159542;19166;
I0624 20:38:17.812695 16615 pagerankX.cc:154] TrainLog: fid-113;0.001804;28076;16520;44596;158538;14185;
I0624 20:38:17.877944 17663 pagerankX.cc:154] TrainLog: fid-85;0.001613;12262;23554;35816;91716;18880;
I0624 20:38:17.812834 16605 pagerankX.cc:154] TrainLog: fid-33;0.001881;21245;25920;47165;168185;20748;
I0624 20:38:17.878091 17659 pagerankX.cc:154] TrainLog: fid-53;0.00177;28060;16664;44724;147582;15880;
I0624 20:38:17.506739 30388 pagerankX.cc:154] TrainLog: fid-92;0.00175;27072;15957;43029;134940;10634;
I0624 20:38:17.860755  7727 pagerankX.cc:154] TrainLog: fid-66;0.001852;22346;18633;40979;133061;13730;
I0624 20:38:17.878196 17660 pagerankX.cc:154] TrainLog: fid-61;0.001893;23506;19914;43420;165739;14962;
I0624 20:38:17.850363 23654 pagerankX.cc:154] TrainLog: fid-131;0.001684;24973;11439;36412;100914;10159;
I0624 20:38:17.868198 25128 pagerankX.cc:154] TrainLog: fid-23;0.001876;17491;22181;39672;108210;18088;
I0624 20:38:17.754755 16964 pagerankX.cc:154] TrainLog: fid-72;0.002081;22083;23253;45336;167491;25603;
I0624 20:38:17.506911 30390 pagerankX.cc:154] TrainLog: fid-108;0.001933;28065;14880;42945;174779;11935;
I0624 20:38:17.860944  7732 pagerankX.cc:154] TrainLog: fid-106;0.002103;25564;14921;40485;177512;15170;
I0624 20:38:17.878365 17669 pagerankX.cc:154] TrainLog: fid-133;0.002053;28075;21592;49667;228602;17955;
I0624 20:38:17.850497 23653 pagerankX.cc:154] TrainLog: fid-123;0.00178;28074;15051;43125;145848;14428;
I0624 20:38:17.868319 25127 pagerankX.cc:154] TrainLog: fid-15;0.001997;28062;18011;46073;147334;14962;
I0624 20:38:17.507072 30396 pagerankX.cc:154] TrainLog: fid-156;0.002071;28006;18957;46963;171348;15524;
I0624 20:38:17.755015 16958 pagerankX.cc:154] TrainLog: fid-24;0.00236;16530;26690;43220;147449;20404;
I0624 20:38:17.813210 16618 pagerankX.cc:154] TrainLog: fid-137;0.002254;28066;25031;53097;183683;24767;
I0624 20:38:17.861069  7730 pagerankX.cc:154] TrainLog: fid-90;0.002228;16882;22124;39006;122084;16673;
I0624 20:38:17.850905 23646 pagerankX.cc:154] TrainLog: fid-67;0.002163;28070;22337;50407;193338;13042;
I0624 20:38:17.507220 30393 pagerankX.cc:154] TrainLog: fid-132;0.002216;22214;23403;45617;224337;15621;
I0624 20:38:17.755107 16962 pagerankX.cc:154] TrainLog: fid-56;0.002446;24463;32785;57248;202743;26217;
I0624 20:38:17.813387 16604 pagerankX.cc:154] TrainLog: fid-25;0.002501;28077;19981;48058;282176;17363;
I0624 20:38:17.861177  7731 pagerankX.cc:154] TrainLog: fid-98;0.00235;27487;23957;51444;141123;23884;
I0624 20:38:17.850971 23650 pagerankX.cc:154] TrainLog: fid-99;0.002226;18872;24069;42941;163937;18663;
I0624 20:38:17.851013 23661 pagerankX.cc:154] TrainLog: fid-179;0.00081;28028;6008;34036;79154;5813;
I0624 20:38:17.507422 30392 pagerankX.cc:154] TrainLog: fid-124;0.002448;28073;28659;56732;232118;40383;
I0624 20:38:17.868619 25141 pagerankX.cc:154] TrainLog: fid-127;0.002262;28078;22936;51014;193746;17755;
I0624 20:38:17.755183 16956 pagerankX.cc:154] TrainLog: fid-8;0.002577;28066;28152;56218;261977;28059;
I0624 20:38:17.861240  7722 pagerankX.cc:154] TrainLog: fid-26;0.002417;28037;23125;51162;185035;24896;
I0624 20:38:17.851030 23643 pagerankX.cc:154] TrainLog: fid-43;0.002288;9479;41312;50791;99204;23391;
I0624 20:38:17.755234 16967 pagerankX.cc:154] TrainLog: fid-96;0.002557;28053;33078;61131;205776;32352;
I0624 20:38:17.868688 25136 pagerankX.cc:154] TrainLog: fid-87;0.00234;22423;28319;50742;194312;26387;
I0624 20:38:17.851182 23644 pagerankX.cc:154] TrainLog: fid-51;0.002489;28073;22377;50450;176801;17962;
I0624 20:38:17.813608 16611 pagerankX.cc:154] TrainLog: fid-81;0.002677;28073;27233;55306;245605;23348;
I0624 20:38:17.868845 25133 pagerankX.cc:154] TrainLog: fid-63;0.002512;28063;27962;56025;247243;24225;
I0624 20:38:17.755499 16961 pagerankX.cc:154] TrainLog: fid-48;0.002831;28065;26737;54802;208281;20023;
I0624 20:38:17.861580  7726 pagerankX.cc:154] TrainLog: fid-58;0.002728;28074;21511;49585;242929;31413;
I0624 20:38:17.878957 17676 pagerankX.cc:154] TrainLog: fid-189;0.00124;16696;15979;32675;96211;11916;
I0624 20:38:17.851328 23651 pagerankX.cc:154] TrainLog: fid-107;0.002589;23465;31059;54524;204669;26454;
I0624 20:38:17.851372 23642 pagerankX.cc:154] TrainLog: fid-35;0.002632;28000;29542;57542;217299;28051;
I0624 20:38:17.879009 17673 pagerankX.cc:154] TrainLog: fid-165;0.002658;28066;19479;47545;425480;27585;
I0624 20:38:17.851377 23645 pagerankX.cc:154] TrainLog: fid-59;0.002626;28066;26579;54645;245854;21381;
I0624 20:38:17.869079 25129 pagerankX.cc:154] TrainLog: fid-31;0.002747;28077;34854;62931;267123;27979;
I0624 20:38:17.755676 16960 pagerankX.cc:154] TrainLog: fid-40;0.003018;28066;33030;61096;396132;46818;
I0624 20:38:17.869186 25139 pagerankX.cc:154] TrainLog: fid-111;0.002867;28078;33639;61717;305505;38593;
I0624 20:38:17.755682 16970 pagerankX.cc:154] TrainLog: fid-120;0.003;20804;32798;53602;215744;29148;
I0624 20:38:17.861863  7736 pagerankX.cc:154] TrainLog: fid-138;0.00295;28073;31588;59661;228416;29220;
I0624 20:38:17.507987 30383 pagerankX.cc:154] TrainLog: fid-52;0.003004;27949;28987;56936;205841;25761;
I0624 20:38:17.861889  7723 pagerankX.cc:154] TrainLog: fid-34;0.00306;26150;32676;58826;192746;28948;
I0624 20:38:17.869421 25146 pagerankX.cc:154] TrainLog: fid-167;0.002341;25007;30521;55528;186226;31887;
I0624 20:38:17.814186 16621 pagerankX.cc:154] TrainLog: fid-161;0.002864;22218;43983;66201;235550;32243;
I0624 20:38:17.814249 16608 pagerankX.cc:154] TrainLog: fid-57;0.003342;28062;26280;54342;339961;81182;
I0624 20:38:17.814282 16602 pagerankX.cc:154] TrainLog: fid-9;0.003432;28067;46571;74638;284830;43098;
I0624 20:38:17.756110 16963 pagerankX.cc:154] TrainLog: fid-64;0.003439;27433;58598;86031;366121;50519;
I0624 20:38:17.814385 16617 pagerankX.cc:154] TrainLog: fid-129;0.003428;22412;48463;70875;302710;37815;
I0624 20:38:17.508323 30385 pagerankX.cc:154] TrainLog: fid-68;0.003327;28072;42664;70736;317607;50020;
I0624 20:38:17.756165 16965 pagerankX.cc:154] TrainLog: fid-80;0.00349;28075;34219;62294;441674;63815;
I0624 20:38:17.862303  7733 pagerankX.cc:154] TrainLog: fid-114;0.003407;21866;52142;74008;297677;38861;
I0624 20:38:17.879721 17668 pagerankX.cc:154] TrainLog: fid-125;0.002392;28074;27727;55801;230758;25843;
I0624 20:38:17.508471 30386 pagerankX.cc:154] TrainLog: fid-76;0.003474;26904;48951;75855;335011;46766;
I0624 20:38:17.756268 16968 pagerankX.cc:154] TrainLog: fid-104;0.002012;23245;26697;49942;199291;23200;
I0624 20:38:17.814553 16607 pagerankX.cc:154] TrainLog: fid-49;0.003646;27750;39340;67090;410355;36220;
I0624 20:38:17.508623 30395 pagerankX.cc:154] TrainLog: fid-148;0.003631;28038;41984;70022;234177;35160;
I0624 20:38:17.814687 16619 pagerankX.cc:154] TrainLog: fid-145;0.003791;28070;52604;80674;350227;53784;
I0624 20:38:17.879956 17675 pagerankX.cc:154] TrainLog: fid-181;0.003571;28066;40841;68907;374704;49969;
I0624 20:38:17.852429 23657 pagerankX.cc:154] TrainLog: fid-147;0.001393;26333;12243;38576;124385;11055;
I0624 20:38:17.508668 30377 pagerankX.cc:154] TrainLog: fid-4;0.003728;28074;56524;84598;328044;52848;
I0624 20:38:17.869983 25130 pagerankX.cc:154] TrainLog: fid-39;0.003644;28076;44536;72612;343668;47714;
I0624 20:38:17.756547 16974 pagerankX.cc:154] TrainLog: fid-152;0.0039;28071;45605;73676;304625;45558;
I0624 20:38:17.814726 16624 pagerankX.cc:154] TrainLog: fid-185;0.00251;28039;24817;52856;221158;22072;
I0624 20:38:17.880013 17661 pagerankX.cc:154] TrainLog: fid-69;0.001609;28072;14759;42831;140941;12042;
I0624 20:38:17.880111 17671 pagerankX.cc:154] TrainLog: fid-149;0.00225;15947;34120;50067;163547;29209;
I0624 20:38:17.508778 30380 pagerankX.cc:154] TrainLog: fid-28;0.003806;28075;55867;83942;339102;58471;
I0624 20:38:17.862769  7729 pagerankX.cc:154] TrainLog: fid-82;0.003932;26049;51731;77780;268664;42306;
I0624 20:38:17.880340 17670 pagerankX.cc:154] TrainLog: fid-141;0.003352;27185;48260;75445;340904;45963;
I0624 20:38:17.852700 23660 pagerankX.cc:154] TrainLog: fid-171;0.003136;28066;37345;65411;305792;29084;
I0624 20:38:17.508981 30389 pagerankX.cc:154] TrainLog: fid-100;0.003982;28069;50730;78799;363038;60925;
I0624 20:38:17.862828  7739 pagerankX.cc:154] TrainLog: fid-162;0.002034;7926;39048;46974;89837;20615;
I0624 20:38:17.880416 17657 pagerankX.cc:154] TrainLog: fid-37;0.00415;28075;57369;85444;433862;55033;
I0624 20:38:17.852802 23662 pagerankX.cc:154] TrainLog: fid-187;0.00171;16350;21051;37401;121935;10539;
I0624 20:38:17.852877 23640 pagerankX.cc:154] TrainLog: fid-19;0.0022;11623;38343;49966;130268;20694;
I0624 20:38:17.880579 17666 pagerankX.cc:154] TrainLog: fid-109;0.002575;27965;28927;56892;260765;25156;
I0624 20:38:17.852939 23639 pagerankX.cc:154] TrainLog: fid-11;0.004265;28024;58029;86053;405711;50612;
I0624 20:38:17.870534 25137 pagerankX.cc:154] TrainLog: fid-95;0.004191;28054;70737;98791;372638;82291;
I0624 20:38:17.870537 25143 pagerankX.cc:154] TrainLog: fid-143;0.002731;16325;33087;49412;288826;24453;
I0624 20:38:17.757095 16971 pagerankX.cc:154] TrainLog: fid-128;0.002302;16290;40444;56734;146598;30783;
I0624 20:38:17.815346 16614 pagerankX.cc:154] TrainLog: fid-105;0.00264;28068;31885;59953;243356;24489;
I0624 20:38:17.880640 17662 pagerankX.cc:154] TrainLog: fid-77;0.004319;28048;31977;60025;299527;26377;
I0624 20:38:17.853008 23638 pagerankX.cc:154] TrainLog: fid-3;0.004332;27877;63913;91790;376961;50840;
I0624 20:38:17.757395 16977 pagerankX.cc:154] TrainLog: fid-176;0.002172;28073;27157;55230;235355;23934;
I0624 20:38:17.870820 25149 pagerankX.cc:154] TrainLog: fid-191;0.003043;24336;36605;60941;193902;32197;
I0624 20:38:17.880964 17654 pagerankX.cc:154] TrainLog: fid-21;0.004652;25465;78047;103512;405040;64713;
I0624 20:38:17.870870 25134 pagerankX.cc:154] TrainLog: fid-71;0.002208;28069;19512;47581;216664;13919;
I0624 20:38:17.881013 17658 pagerankX.cc:154] TrainLog: fid-45;0.002667;28056;35534;63590;254021;26410;
I0624 20:38:17.870929 25147 pagerankX.cc:154] TrainLog: fid-175;0.002543;28063;27920;55983;177448;23661;
I0624 20:38:17.870951 25145 pagerankX.cc:154] TrainLog: fid-159;0.003149;19521;42957;62478;227148;34204;
I0624 20:38:17.757608 16973 pagerankX.cc:154] TrainLog: fid-144;0.003169;27965;34975;62940;284166;43689;
I0624 20:38:17.863708  7734 pagerankX.cc:154] TrainLog: fid-122;0.004804;28075;60168;88243;565068;73469;
I0624 20:38:17.863718  7720 pagerankX.cc:154] TrainLog: fid-10;0.002496;24481;28261;52742;240672;23649;
I0624 20:38:17.881139 17674 pagerankX.cc:154] TrainLog: fid-173;0.002919;14470;41554;56024;201898;31222;
I0624 20:38:17.853487 23652 pagerankX.cc:154] TrainLog: fid-115;0.00296;28076;37307;65383;247878;34034;
I0624 20:38:17.871107 25148 pagerankX.cc:154] TrainLog: fid-183;0.002383;14096;40230;54326;147425;20187;
I0624 20:38:17.815879 16601 pagerankX.cc:154] TrainLog: fid-1;0.005016;26838;32376;59214;399901;29089;
I0624 20:38:17.863749  7725 pagerankX.cc:154] TrainLog: fid-50;0.002759;23280;34912;58192;212902;37313;
I0624 20:38:17.509835 30379 pagerankX.cc:154] TrainLog: fid-20;0.004859;28050;61599;89649;414279;60696;
I0624 20:38:17.853646 23641 pagerankX.cc:154] TrainLog: fid-27;0.004972;28071;78385;106456;454422;73289;
I0624 20:38:17.863864  7721 pagerankX.cc:154] TrainLog: fid-18;0.005039;28065;59860;87925;455061;82233;
I0624 20:38:17.509901 30381 pagerankX.cc:154] TrainLog: fid-36;0.004925;28075;61817;89892;395353;72852;
I0624 20:38:17.863900  7742 pagerankX.cc:154] TrainLog: fid-186;0.002787;28030;25969;53999;249700;25703;
I0624 20:38:17.881402 17667 pagerankX.cc:154] TrainLog: fid-117;0.005056;28074;66901;94975;567385;90726;
I0624 20:38:17.510027 30387 pagerankX.cc:154] TrainLog: fid-84;0.003197;28077;41678;69755;258776;33710;
I0624 20:38:17.510223 30378 pagerankX.cc:154] TrainLog: fid-12;0.003272;28047;39007;67054;295246;41396;
I0624 20:38:17.816363 16610 pagerankX.cc:154] TrainLog: fid-73;0.00293;28061;32260;60321;270826;30578;
I0624 20:38:17.864269  7741 pagerankX.cc:154] TrainLog: fid-178;0.002367;28065;23865;51930;286317;21107;
I0624 20:38:17.854027 23655 pagerankX.cc:154] TrainLog: fid-139;0.003011;27221;38307;65528;255811;36672;
I0624 20:38:17.850986 23648 pagerankX.cc:154] TrainLog: fid-83;0.002267;24661;18705;43366;145849;13813;
I0624 20:38:17.510365 30382 pagerankX.cc:154] TrainLog: fid-44;0.005382;28065;69268;97333;393961;82367;
I0624 20:38:17.758184 16975 pagerankX.cc:154] TrainLog: fid-160;0.003885;28070;46278;74348;347985;52961;
I0624 20:38:17.816449 16623 pagerankX.cc:154] TrainLog: fid-177;0.00356;28065;46740;74805;454642;48799;
I0624 20:38:17.854230 23659 pagerankX.cc:154] TrainLog: fid-163;0.003186;28057;53163;81220;292381;35830;
I0624 20:38:17.871798 25144 pagerankX.cc:154] TrainLog: fid-151;0.003529;28073;39704;67777;308146;35882;
I0624 20:38:17.816557 16613 pagerankX.cc:154] TrainLog: fid-97;0.004501;27934;49005;76939;547706;41308;
I0624 20:38:17.758492 16976 pagerankX.cc:154] TrainLog: fid-168;0.003343;28077;49077;77154;353850;56212;
I0624 20:38:17.864740  7728 pagerankX.cc:154] TrainLog: fid-74;0.005932;28069;72323;100392;664863;86832;
I0624 20:38:17.872097 25132 pagerankX.cc:154] TrainLog: fid-55;0.005757;28076;59780;87856;676992;84373;
I0624 20:38:17.864809  7738 pagerankX.cc:154] TrainLog: fid-154;0.003496;28050;48213;76263;333487;50970;
I0624 20:38:17.510895 30397 pagerankX.cc:154] TrainLog: fid-164;0.003629;28036;54075;82111;371754;58758;
I0624 20:38:17.872203 25135 pagerankX.cc:154] TrainLog: fid-79;0.005848;28066;79424;107490;567455;85632;
I0624 20:38:17.882277 17672 pagerankX.cc:154] TrainLog: fid-157;0.004554;28073;67024;95097;544618;92587;
I0624 20:38:17.510970 30400 pagerankX.cc:154] TrainLog: fid-188;0.002302;28077;23941;52018;177548;24517;
I0624 20:38:17.817103 16603 pagerankX.cc:154] TrainLog: fid-17;0.006149;28050;106770;134820;669749;117077;
I0624 20:38:17.511005 30398 pagerankX.cc:154] TrainLog: fid-172;0.002962;25538;34646;60184;235924;30638;
I0624 20:38:17.511098 30399 pagerankX.cc:154] TrainLog: fid-180;0.003066;28077;30104;58181;283971;26749;
I0624 20:38:17.758985 16969 pagerankX.cc:154] TrainLog: fid-112;0.006304;28078;92681;120759;468111;100717;
I0624 20:38:17.511157 30384 pagerankX.cc:154] TrainLog: fid-60;0.006176;28063;28876;56939;315402;46170;
I0624 20:38:17.759255 16955 pagerankX.cc:154] TrainLog: fid-0;0.006635;28073;68326;96399;360628;62960;
I0624 20:38:17.759281 16972 pagerankX.cc:154] TrainLog: fid-136;0.003739;27400;47677;75077;321305;44811;
I0624 20:38:17.922987 17954 pagerankX.cc:154] TrainLog: fid-118;0.001264;21284;10715;31999;96768;7880;
I0624 20:38:17.923171 17963 pagerankX.cc:154] TrainLog: fid-190;0.001434;28076;12705;40781;129749;12437;
I0624 20:38:17.923215 17958 pagerankX.cc:154] TrainLog: fid-150;0.001418;27796;14610;42406;127284;17787;
I0624 20:38:17.923216 17950 pagerankX.cc:154] TrainLog: fid-86;0.001414;24288;13735;38023;134072;9467;
I0624 20:38:17.865878  7724 pagerankX.cc:154] TrainLog: fid-42;0.006983;28076;125198;153274;640751;161562;
I0624 20:38:17.512221 30394 pagerankX.cc:154] TrainLog: fid-140;0.004769;24704;97357;122061;357895;72760;
I0624 20:38:17.923728 17942 pagerankX.cc:154] TrainLog: fid-22;0.001998;27900;13648;41548;201288;9955;
I0624 20:38:17.873800 25142 pagerankX.cc:154] TrainLog: fid-135;0.004584;28022;81579;109601;562057;77156;
I0624 20:38:17.818811 16612 pagerankX.cc:154] TrainLog: fid-89;0.004497;28068;72197;100265;363646;77246;
I0624 20:38:17.760651 16978 pagerankX.cc:154] TrainLog: fid-184;0.00559;28069;68765;96834;468907;73144;
I0624 20:38:17.866717  7719 pagerankX.cc:154] TrainLog: fid-2;0.00789;28060;108036;136096;671371;140976;
I0624 20:38:17.924214 17948 pagerankX.cc:154] TrainLog: fid-70;0.002484;24454;21779;46233;193885;15541;
I0624 20:38:17.513315 30391 pagerankX.cc:154] TrainLog: fid-116;0.006201;28069;84288;112357;877584;114159;
I0624 20:38:17.924741 17953 pagerankX.cc:154] TrainLog: fid-110;0.002943;28055;34651;62706;239115;28227;
I0624 20:38:17.924818 17955 pagerankX.cc:154] TrainLog: fid-126;0.0031;26111;30885;56996;349911;18492;
I0624 20:38:17.924831 17941 pagerankX.cc:154] TrainLog: fid-14;0.003103;28078;30744;58822;299107;28859;
I0624 20:38:17.867458  7740 pagerankX.cc:154] TrainLog: fid-170;0.005832;28079;70652;98731;645818;79613;
I0624 20:38:17.925202 17943 pagerankX.cc:154] TrainLog: fid-30;0.003474;28066;47344;75410;397310;39649;
I0624 20:38:17.857759 23658 pagerankX.cc:154] TrainLog: fid-155;0.006817;28060;102728;130788;835935;168571;
I0624 20:38:17.925693 17952 pagerankX.cc:154] TrainLog: fid-102;0.003896;28075;58343;86418;369814;54820;
I0624 20:38:17.925873 17962 pagerankX.cc:154] TrainLog: fid-182;0.002611;28076;37520;65596;268430;23784;
I0624 20:38:17.926383 17947 pagerankX.cc:154] TrainLog: fid-62;0.004678;16719;36638;53357;226167;34067;
I0624 20:38:17.926620 17961 pagerankX.cc:154] TrainLog: fid-174;0.003359;28057;47294;75351;347369;46536;
I0624 20:38:17.926736 17946 pagerankX.cc:154] TrainLog: fid-54;0.003681;28079;45682;73761;332155;45068;
I0624 20:38:17.926740 17957 pagerankX.cc:154] TrainLog: fid-142;0.002966;28052;30799;58851;264922;20128;
I0624 20:38:17.926982 17940 pagerankX.cc:154] TrainLog: fid-6;0.005269;28072;57077;85149;642655;63700;
I0624 20:38:17.870015  7735 pagerankX.cc:154] TrainLog: fid-130;0.008077;28050;140793;168843;572161;109385;
I0624 20:38:17.927584 17945 pagerankX.cc:154] TrainLog: fid-46;0.005852;28071;92111;120182;491463;92534;
I0624 20:38:17.927824 17951 pagerankX.cc:154] TrainLog: fid-94;0.003453;25657;43013;68670;308732;36974;
I0624 20:38:17.927963 17949 pagerankX.cc:154] TrainLog: fid-78;0.006165;28065;95809;123874;588832;97794;
I0624 20:38:17.928431 17944 pagerankX.cc:154] TrainLog: fid-38;0.006704;28075;68470;96545;725007;87171;
I0624 20:38:17.928544 17956 pagerankX.cc:154] TrainLog: fid-134;0.004274;28066;46769;74835;360219;60823;
I0624 20:38:17.930470 17960 pagerankX.cc:154] TrainLog: fid-166;0.005623;28074;97926;126000;669708;95868;
I0624 20:38:17.931188 17959 pagerankX.cc:154] TrainLog: fid-158;0.006408;28063;84742;112805;608259;119509;
I0624 20:38:17.830210 16616 pagerankX.cc:154] TrainLog: fid-121;0.000326;7561;4035;11596;17144;3855;
I0624 20:38:17.896013 17655 pagerankX.cc:154] TrainLog: fid-29;0.00059;8868;9307;18175;28860;7342;
I0624 20:38:17.878649  7737 pagerankX.cc:154] TrainLog: fid-146;0.00081;27677;5233;32910;114785;3111;
I0624 20:38:17.868495 23661 pagerankX.cc:154] TrainLog: fid-179;0.00079;28028;6008;34036;79154;5813;
I0624 20:38:17.830832 16620 pagerankX.cc:154] TrainLog: fid-153;0.001005;7179;17404;24583;53203;10089;
I0624 20:38:17.868559 23647 pagerankX.cc:154] TrainLog: fid-75;0.000847;14856;8764;23620;32646;7911;
I0624 20:38:17.830955 16606 pagerankX.cc:154] TrainLog: fid-41;0.001156;22848;9647;32495;106968;7226;
I0624 20:38:17.896327 17652 pagerankX.cc:154] TrainLog: fid-5;0.000911;28016;9529;37545;76192;17121;
I0624 20:38:17.886243 25138 pagerankX.cc:154] TrainLog: fid-103;0.000729;12953;6185;19138;80562;3510;
I0624 20:38:17.773115 16959 pagerankX.cc:154] TrainLog: fid-32;0.001561;9148;22659;31807;65556;11514;
I0624 20:38:17.773130 16966 pagerankX.cc:154] TrainLog: fid-88;0.001562;28060;19652;47712;156910;13164;
I0624 20:38:17.773236 16957 pagerankX.cc:154] TrainLog: fid-16;0.001705;28064;13168;41232;130536;11382;
I0624 20:38:17.896754 17664 pagerankX.cc:154] TrainLog: fid-93;0.00131;28063;14593;42656;119536;10983;
I0624 20:38:17.869168 23649 pagerankX.cc:154] TrainLog: fid-91;0.001456;28077;12201;40278;117324;13459;
I0624 20:38:17.896860 17665 pagerankX.cc:154] TrainLog: fid-101;0.001412;28074;10985;39059;128875;11708;
I0624 20:38:17.831609 16609 pagerankX.cc:154] TrainLog: fid-65;0.001803;27985;20022;48007;159542;19166;
I0624 20:38:17.831619 16615 pagerankX.cc:154] TrainLog: fid-113;0.001801;28076;16520;44596;158538;14185;
I0624 20:38:17.896885 17661 pagerankX.cc:154] TrainLog: fid-69;0.00144;28072;14759;42831;140941;12565;
I0624 20:38:17.869343 23654 pagerankX.cc:154] TrainLog: fid-131;0.001639;24973;11439;36412;100914;10159;
I0624 20:38:17.886840 25131 pagerankX.cc:154] TrainLog: fid-47;0.001372;18832;10368;29200;142081;9196;
I0624 20:38:17.886857 25140 pagerankX.cc:154] TrainLog: fid-119;0.00141;27776;15217;42993;84009;18801;
I0624 20:38:17.896896 17653 pagerankX.cc:154] TrainLog: fid-13;0.001477;23103;13720;36823;109550;10846;
I0624 20:38:17.525648 30388 pagerankX.cc:154] TrainLog: fid-92;0.001635;27072;15957;43029;134940;11010;
I0624 20:38:17.886886 25126 pagerankX.cc:154] TrainLog: fid-7;0.001435;25632;9132;34764;122590;7827;
I0624 20:38:17.831787 16605 pagerankX.cc:154] TrainLog: fid-33;0.001906;21245;25920;47165;168185;20748;
I0624 20:38:17.896998 17663 pagerankX.cc:154] TrainLog: fid-85;0.001572;12262;23554;35816;91716;18938;
I0624 20:38:17.879683  7727 pagerankX.cc:154] TrainLog: fid-66;0.001782;22346;18633;40979;133061;13730;
I0624 20:38:17.869570 23653 pagerankX.cc:154] TrainLog: fid-123;0.001859;28074;15051;43125;145848;14428;
I0624 20:38:17.525835 30390 pagerankX.cc:154] TrainLog: fid-108;0.001848;28065;14880;42945;174779;12098;
I0624 20:38:17.773665 16964 pagerankX.cc:154] TrainLog: fid-72;0.002099;22083;23253;45336;167491;25603;
I0624 20:38:17.897166 17659 pagerankX.cc:154] TrainLog: fid-53;0.001741;28060;16664;44724;147582;16560;
I0624 20:38:17.773896 16958 pagerankX.cc:154] TrainLog: fid-24;0.002366;16530;26690;43220;147449;20404;
I0624 20:38:17.832100 16618 pagerankX.cc:154] TrainLog: fid-137;0.002214;28066;25031;53097;183683;24767;
